SongNumber,SongID,ArtistFamiliarity,ArtistHotness,ArtistID,ArtistLocation,ArtistName,AlbumName,AlbumID,SongHotness,Title,Danceability,Duration,Energy,KeySignature,KeySignatureConfidence,Loudness,Mode,Tempo,TimeSignature,TimeSignatureConfidence,Year
1731,SOKPCQK12A8C14038A,0.534464352,0.368689373,AR243ZT1187B9A98D2,Jackson MS,Otis Spann,The Complete Blue Horizon Sessions,308407,0.405115722,Can't Do Me No Good,0,141.24363,0,7,0.946,-10.401,1,86.296,4,0,1997
1732,SOCEZZL12A81C23CD9,0.650726924,0.423825663,ARM0RY81187B9AF248,Los Angeles CA,Jerry Goldsmith,The Sand Pebbles,275827,nan,Main Title,0,169.1424,0,1,0.78,-23.815,1,138.308,4,0.298,1966
1733,SOGQWRF12AB0185E0B,0.454113719,0,ARDKBQO1242077E25E,,Matteo Bonfanti e i maledetti,Vinicio,423961,0,Plaza de Mayo,0,159.242,0,2,0.815,-9.909,1,186.549,4,0.636,0
1734,SOBCJVI12A8C14220B,0.363475535,0,ARBY23A1187B9A82E4,,Naseebo Lal,Chithi Lae ke Kabootar Ja,476476,nan,Dil Naheen Lagda,0,380.81261,0,0,0.574,-12.584,1,64.033,3,0.66,0
1735,SOBJLED12A8C14108C,0.567313224,0.580013183,ARAIABB1187B9AC6E2,Paddington London England,Seal,Killer,7315,0.22154866,Whirlpool [Live],0,279.74485,0,4,0.378,-9.86,0,187.566,4,0.57,0
1736,SOBHZOV12AF729E943,0.707199764,0.51346329,ARYKCQI1187FB3B18F,,Tesla,Five Man Acoustical Jam,46614,0.79902352,The Way It Is,0,390.66077,0,7,0.851,-10.478,1,161.47,4,0.261,1989
1737,SOMGNAS12A6D4FA805,0.543936552,0.430300279,ARHBWOZ1187FB3FD53,ITALY,Utopia,Swing To The Right,65481,0,The Up,0,248.71138,0,9,0,-9.95,1,150.209,1,0.112,0
1738,SOMFNPC12A8C13E5FE,0.609294155,0.373060493,AROGAPH1187B98CF9C,,Bénabar,Reprise Des Négociations,307644,0.54287719,Tu Peux Compter Sur Moi,0,188.94322,0,4,0.438,-9.224,0,134.552,4,0.359,2005
1739,SOYCPUY12AB018CE4D,0.496224085,0.347249717,ARE08BN1187B98FCA3,,Der Plan,Perlen...,711606,0.270775999,Frisch Verliebt,0,163.63057,0,7,0.591,-13.01,1,146.143,3,0.493,1988
1740,SODJUSQ12A8AE486C6,0.75100762,0.523699078,ARDGB6U1187FB3AD07,London England,Eurythmics,Revenge,278992,0.730009843,Missionary Man,0,269.94893,0,5,0.412,-4.357,0,124.973,4,0.177,1986
1741,SOUGQQJ12AC46884C2,0.360241801,0.279642625,AR6W9T51187B9A8B8E,,Maurice Larcange,Maurice Larcange Au Zenith,686335,nan,La feria de San Cristobal (Live),0,181.81179,0,7,0.801,-9.606,1,242.393,4,0,0
1742,SORLLRN12A58A7F1EE,0.889460725,0.612067268,AR65K7A1187FB4DAA4,,Beyoncé,Dangerously In Love,287352,0.667279494,Be With You,0,260.20526,0,5,0.041,-6.259,0,149.913,4,1,2003
1743,SOEVQPU12A6D4FCC09,0.607919978,0.398727123,AR8PL5L1187FB37A10,CA,A Perfect Murder,War Of Aggression,128149,0.525497119,Within (Album Version),0,202.23955,0,4,0,-5.099,0,146.013,1,0.075,2007
1744,SOJCIPT12AB0181305,0.44276965,0.294986617,ARI648V1187B9B5379,,Michael Stanley Band,Heartland,531846,0.265861049,Don't Stop The Music,0,218.40934,0,9,0.527,-9.71,1,150.799,4,0,1980
1745,SOBKWVC12A8C13F95C,0.637181284,0.449139951,AR0N0DX1187FB41327,London England,Talvin Singh,True Chillout (3CD set),123076,nan,Traveller,0,350.4322,0,10,0.642,-10.587,0,106.58,1,0.599,1998
1746,SOQBAMF12A58A80B7E,0.629732489,0.341265841,AR323JD1187FB483D0,New York,Solomon,Solomon Vol. 2,254009,nan,25 Variations And Fugue On A Theme By G.F. Handel For Piano_ Op. 24: Aria,0,58.122,0,10,0.947,-35.702,1,137.387,4,1,0
1747,SOYUCBW12AB0189C9A,0.644693319,0.255941316,ARKHMZB1187B998670,,Curtis,Superstar Dog,798135,nan,Superstar Dog,0,456.51546,0,11,0.561,-11.009,0,127.874,4,0.384,1999
1748,SORYCLC12A582A293D,0.573268061,0.407189856,ARGRMG41187B99AB1E,,Toby Emerson,Shock To The System,253831,nan,Rapture (Toby Emerson Dub) (Toby Emerson Dub),0,397.42649,0,9,0.106,-5.045,1,131.045,4,0,0
1749,SOEQGVM12A8C132AB5,0.695421645,0.455537722,AR3Q86S1187B9ADDCF,Lille Nord-Pas-de-Calais France,Deep Forest,Made In Japan,284637,nan,Madazulu,0,301.06077,0,1,0.736,-8.688,0,133.392,3,0.775,1997
1750,SOBPURV12A81C2286A,0.507796885,0.354602926,AR576O51187B990C30,Smithville GA,Tampa Red,Tampa Red Vol. 10 1938-1939,179184,nan,If I Had Known,0,169.97832,0,10,0.47,-13.577,1,93.443,1,0,0
1751,SOZPBWN12A58A7C3C4,0.842423318,0.56485575,ARCP94M1187B9B0F56,Buffalo New York,Every Time I Die,The Big Dirty,124764,0.635164598,Depressionista,0,148.92363,0,9,0.489,-4.912,1,95.611,4,0.335,2007
1752,SOMRGMY12A6D4F93A8,0.49145852,0.381044109,ARJ7VKJ1187B98BA4B,Wilkes Barre PA,Lifer,Lifer,25133,0.631600818,Boring,0,228.62322,0,5,0.056,-4.739,1,104.587,4,0.711,2001
1753,SOSFKCZ12AF72A3C24,0.726298027,0.555414576,AR7Y6JX1187FB4D9B3,Washington D.C.,Bad Brains,Rock For Light,160699,nan,Riot Squad (1991 Digital Remaster),0,119.71873,0,5,0.865,-10.19,0,127.191,1,0,1983
1754,SOBDZUW12A8C13ED88,0.337736072,0.197089101,ARBIXZL12086C11573,,The Dee Jays,The Dee Jays / Baby Talk - Best of,520987,nan,In The Midnight Hour,0,195.10812,0,5,0.725,-6.586,1,118.355,4,0.364,0
1755,SOHHVXI12A6D4F69E3,0.605762456,0.385425325,ARDIP5S1187FB57056,Florida,Diamond D,Diamond,84466,0.720274943,Intro,0,52.79302,0,1,0.521,-13.149,1,146.852,3,0.347,1997
1756,SOUFZNH12A8C13F572,0.60464469,0.398862597,ARNVCZC1187B9934F5,,Corona,The Rhythm Of The Night,123416,0.424539052,I Gotta Keep Dancing,0,221.49179,0,7,0.313,-10.771,1,131.981,4,0.234,0
1757,SOFAQLG12A8C13AC04,0.878811343,0.653897217,AR8V1WA1187B9AD9E9,Nashville / Los Angeles,The White Stripes,Icky Thump,105985,0.707668305,Im Slowly Turning Into You,0,274.59873,0,7,0.791,-6.209,1,131.279,4,0.943,2007
1758,SOOKDUJ12AB018BB67,0.204725766,0.257075915,ARGFOAI1269FB3852B,,2Fresh,2Fresh - Get It Started,799147,nan,Get It Started,0,461.24363,0,8,0.548,-5.497,1,85.322,3,1,0
1759,SOSLCNE12AB018566F,0.283933225,0,ARK3KQ41187B9A64F0,Tanzania,Ndala Kasheba,African Grooves Vol.26,685357,nan,Marashi Ya Pemba,0,414.1971,0,7,0.968,-4.017,1,120.039,4,0.686,0
1760,SOLPNNU12A8C13CA04,0.418381812,0.320789935,ARPEJMN11F4C84080E,Virginia,New Roanoke Jug Band,A Pretty Gal's Love,250395,nan,Cold Icy Floor,0,186.67057,0,7,1,-11.552,1,117.269,4,1,0
1761,SOFUWDG12A8C142F6D,0.492440728,0.338946969,ARY1K701187B9A43A9,,Joe McBride,Lookin' For A Change,637620,0.375984302,This Is How A Heart Breaks,0,291.13424,0,3,0.338,-12.446,1,93.331,5,0.626,0
1762,SONJXBM12A8C13C358,0.476968971,0.358285252,ARC28SN1187B989049,United States,Greater Vision,My Favorite Place,262136,0,Heaven's Hero (Featuring Champion Of Love),0,252.682,0,5,0.526,-8.925,1,129.493,4,0.423,0
1763,SOOTRFL12A6D4F5428,0.530631077,0.326235946,AR5BLB01187FB57E99,,Headliners,Sag Ihnen Bescheid,35097,0.638227964,Sag Ihnen Bescheid,0,216.89424,0,9,0.712,-5.893,1,160.158,4,0.835,2005
1764,SOVZVNF12A67ADA382,0.680620248,0.440326073,ART5IUL1187B9B0143,St. Mary's Jamaica,Lady Saw,Lover Girl,68110,0.215080319,Bare As You Dare,0,230.53016,0,11,0.77,-11.485,1,97.004,4,0.78,1994
1765,SOHJRZY12A63110838,0.719313234,0.472748273,ARYECDK1187FB45587,,The Stranglers,La Folie,587,0.581493637,It Only Takes Two To Tango,0,217.96526,0,4,0.646,-10.011,1,107.657,1,0,1981
1766,SOQTSEB12AB01884A0,0.475457701,0.309139497,ARHDHOX122988F500E,,Hot Club Of Detroit,Smooth Jazz Journey - Third Edition,705863,nan,Night Time,0,309.96853,0,4,0.629,-12.469,1,110.19,4,1,0
1767,SOCNGFJ12A6D4F6DFD,0.851073009,0.590449277,AROBHK51187B9AD82B,Wales,Funeral For A Friend,Tales Don't Tell Themselves,85625,0.496175336,Crash And Burn [Home Demo],0,261.14567,0,8,0.847,-14.957,0,105.324,4,0.377,2007
1768,SOESUUA12A58A7BA05,0.577158124,0.512197243,AR0JPOG1187FB37383,Japan,Lyrics Born,Later That Day...,240561,nan,Bad Dreams,0,200.38485,0,1,0,-5.167,1,85.012,4,0.189,2003
1769,SOHLRVJ12A8C13A9A2,0.850728266,0.542054631,ARF84A41187B9A34E7,Bay Area CA,Rancid,Life Won't Wait,104787,0.616797019,Black Lung (Album Version),0,113.47546,0,8,0.346,-3.761,1,190.922,3,0.167,0
1770,SOJRJDG12AF72A7B93,0.803105473,0.5457307,ARAKARO1187B9A1EB6,London England,George Michael,Ladies And Gentlemen... The Best Of George Michael,482768,nan,Praying For Time,0,281.33832,0,10,0.965,-8.183,1,127.844,4,0.675,1990
1771,SOBWIWM12A8C13BA6D,0.308753634,0.207285953,ARVJSJY1250940FA2B,,Tulipunaruusut,20 Suosikkia / Karjalan Marjaana,113416,nan,Ilta Oulunjoella,0,209.34485,0,7,0.326,-11.786,0,118.577,4,0,0
1772,SOTNNLV12A8C1344BF,0.585514007,0.364914035,AR32ETX1187B9A792F,,The Vaughan Brothers;Stevie Ray Vaughan;Jimmy Vaughan,The Essential Stevie Ray Vaughan And Double Trouble,287254,0.780157224,Telephone Song,0,208.48281,0,8,0.588,-8.066,1,117.947,4,1,1990
1773,SOZIGEW12AB0183C28,0.545165441,0.348630142,ARX14WH1187FB50649,Hatfield Hertfordshire England,Babe Ruth,Babe Ruth,360812,0,Dancer (2007 Digital Remaster),0,365.16526,0,4,0.471,-8.351,1,111.315,4,0,1975
1774,SOHCBTN12A8C134568,0.63259242,0.497690507,ARGIABO1187FB4B3B5,Robbinsville NC,Ronnie Milsap,Live,251858,nan,Don't You Know How Much I Love You,0,151.37914,0,7,0,-12.581,1,112.88,4,0.375,1983
1775,SOCVAQV12A8C13627A,0.480062114,0.330212699,ARYKXSD1187B9A4DAD,,David Hudson,Wangetti,99148,nan,Monkey & Turtle,0,350.56281,0,10,0.726,-12.256,0,166.989,4,0.439,0
1776,SOMCIIM12A8AE49622,0.705876402,0.62220896,ARNZ70R1187B9A4824,Westbury Long Island NY,Joe Satriani,Time Machine,281447,nan,Echo,0,469.60281,0,4,0.467,-10.256,0,100.171,3,0.499,1987
1777,SOHJYGD12A8C13CF7F,0.729149441,0.522277897,AR8ZQ9T1187FB56FE5,Miami Florida,Goldfinger,Stomping Ground,300031,0.604788516,I'm Down,0,128.49587,0,7,0.394,-4.625,1,185.409,4,0.225,0
1778,SOXVMXO12A8C13EAFA,0.618296844,0.375374819,ARA82JG1187FB36131,Shenandoah IA,Charlie Haden & Chris Anderson,None But The Lonely Heart,113410,0.265861049,Alone Together,0,412.21179,0,2,0.156,-28.346,0,115.007,4,0.578,0
1779,SOIRHHH12AB01807F0,0.580367095,0.359662997,ARUW6HS1187FB3F028,,Rokia Traoré,Wanita,396352,0.405115722,Château de sable,0,340.50567,0,7,0.339,-13.807,1,96.311,4,0.484,2000
1780,SOCPWZF12A8C1359F0,0.533724477,0.370747684,ARHEQ501187FB4F898,,Fruko Y Sus Tesos,Descarga Espectacular,237660,0.252406051,El Ausente/ El Preso/ El Caminante/ Tania,0,249.05098,0,0,0.534,-9.29,1,140.462,4,0.369,0
1781,SOAWTOB12AAA15DA18,0.742963152,0.453391186,ARYPWUK1187B98ACED,Norway,Emperor,Live At Wacken Open Air 2006 - A Night Of Emperial Wrath,431442,nan,With Strength I Burn,0,508.96934,0,11,0.219,-4.277,1,162.733,4,0.664,0
1782,SOIHJSD12A6701EB04,0.844085061,0.71366982,ARM7EDF1187B9B3FA1,,Guns N' Roses,Use Your Illusion II,15638,0.701040475,Locomotive (Complicity),0,524.87791,0,1,0.63,-7.219,1,118.101,4,0.596,1991
1783,SOAKDML12AB018208C,0.601305751,0.363675677,ARDPTGD1187B9AD361,Sikeston MO,Brand X,X Communication : Trilogy II,503347,0,Zero Db (drum solo by Frank Katz),0,292.5971,0,6,0.789,-18.473,1,71.608,1,0.216,0
1784,SOJKLCP12AB0183BA1,0.693200054,0.321237234,ARKN6D91187B9B09A2,,Speaker,Trace My Track,520602,nan,Joking,0,188.29016,0,9,0.438,-4.63,0,131.968,4,0.565,1999
1785,SOMSHEH12AB017BA1F,0.4301603,0.132329286,ARALUOY122988FD079,,Christos Kedras,Poolside : Mykonos,331203,nan,Water Blazz (Chill House mix),0,321.64526,0,0,0.489,-7.717,1,119.331,4,0.67,0
1786,SONJFLA12AB018BB67,0.363280571,0.306676093,AR1ZHYZ1187FB3C717,,Faiz Ali Faiz,Lagian Ne Maujan,817892,nan,Lagian ne maujan,0,879.69914,0,3,0,-8.523,0,141.231,3,0.017,0
1787,SOMLAJJ12A8C138EAC,0.596189938,0.396521303,ARTF2KG1187B98DDD1,,Gold City,Home For The Holidays,262113,0.251981899,What Child Is This?,0,165.09342,0,7,0.627,-14.328,0,194.028,4,0.406,0
1788,SOMLFVN12A8C136135,0.510660236,0.333770845,ARTK5LU1187B9A654C,,Michael Gettel,San Juan Suite/San Juan Suite II: Narada Classics,150863,0.265861049,Safe Passage,0,330.97098,0,7,0.369,-16.934,1,101.529,4,0.406,1996
1789,SOBCTDP12A6D4F7602,0.732603394,0.497050959,ARLR9U31187B9A71AD,Ann Arbor MI,The Stooges,The Stooges [Deluxe Edition],21200,0.651303726,Not Right (Remastered LP Version),0,169.66485,0,11,0.755,-3.968,0,148.458,5,0.444,0
1790,SOXAOIN12A8C138D34,0.632779016,0.447206657,ARR5CEB1187FB5A3FF,,Restless Heart,Greatest Hits,297013,nan,That Rock Won't Roll,0,210.46812,0,9,0.568,-13.644,1,114.382,4,0,1986
1791,SOAGRCT12AAF3B5E13,0.445661291,0.248024687,AR6DGPH1187B998587,Tennessee,David Evans,Match Box Blues,434249,nan,Prison Bound Blues,0,250.56608,0,7,0.221,-9.422,1,86.201,4,0,0
1792,SOYTIQH12AB0181485,0.516397805,0.359447512,ARRTP2G1187B9AF916,,Will Pan,Play Cool,337141,nan,Shuo Ni Ai Wo,0,235.85914,0,8,0.265,-6.682,1,121.988,4,0.769,0
1793,SOIGNJY12A8C13AE1A,0.673238691,0.479204558,AR87K371187FB5AA8E,London England,Uriah Heep,Wake The Sleeper,265303,0.50111684,Wake The Sleeper,0,212.84526,0,4,0.309,-4.014,1,127.962,3,0.161,2008
1794,SOWRBWU12A8C13969D,0.460250922,0,AR6896B1187B98FADA,,Paso Doble,Fantasie [Deluxe Edition],105411,nan,Fantasie (Extended Version),0,327.83628,0,0,0.569,-11.718,0,115.633,4,1,0
1795,SODIRMS12A8C140C52,0.422386809,0.319980033,ARSBZSV1187B989B86,,Stress Assassin,Carrier Track,701622,0.212045405,EU A4,0,229.53751,0,0,0,-11.957,1,163.725,7,0.365,2003
1796,SOAZRCH12AB017A84D,0.541917737,0.404157671,ART1R9I1187B9B3324,,Margaret Becker,The Reckoning,484161,nan,Start The Fire,0,261.04118,0,9,0.757,-9.803,1,149.916,4,0.411,1989
1797,SOZFHFF12A6701E914,0.442016128,0.304972745,AR7BODP1187B9B7766,CANADA - Ontario,Abracadabra,En las cosas del amor...,9552,0,Te estoy saboreando,0,144.90077,0,11,0.491,-10.715,0,164.192,4,0.751,0
1798,SOAHFGP12A6D4FB62E,0.486047711,0.380565168,ARCYJTW11F4C840F74,California,Orchids,Chicago R&B [Parrot R&B],240395,0.263689888,You Said You Loved Me,0,175.98649,0,10,0,-11.91,1,101.485,3,1,0
1799,SOQRFVZ12A8C13A4C6,0.540881349,0.386630837,ARJRQL51187FB541AB,,Juan Carlos Baglietto,Modelo Para Armar,159947,0,Salzanitos,0,220.99546,0,2,0.689,-13.743,1,100.855,4,1,0
1800,SOCDZMU12A8C13C256,0.484311162,0.351841896,ARF1PSM1187B9B802A,,Sugarbomb,Bully,298752,0.405115722,Gone,0,219.74159,0,2,0.367,-4.866,1,139.778,4,0.701,2001
1801,SOAGRTC12AC468B954,0.693287839,0.393274491,ARMPQIE1187FB3D4EB,Kingston Jamaica,Bounty Killer,Strictly The Best Vol. 15,700059,nan,Ask Fi War,0,227.5522,0,1,0.577,-7.113,1,114.272,5,1,0
1802,SOKNFFM12A81C216F3,0.629751605,0.531411752,AR7ZI7Z1187B98BF55,,Mago de Oz,Gaia II,130398,0.679686055,Desde mi cielo,0,380.682,0,2,0.184,-7.736,1,110.255,5,0.679,2005
1803,SORVXFP12A81C22116,0.442818538,0.320520135,ARTP2PK1187B98FECA,,Quinteto Violado,Visão Futurística Do Passado,180927,nan,Olha Pro Ceu,0,202.47465,0,2,0.381,-6.852,1,161.518,4,0.475,0
1804,SOFMQDK12AF729D3C8,0.710531388,0.433728781,ARATR0U1187B9B76D0,San Francisco CA,Dead To Me,Cuban Ballerina,557792,nan,Don't Lie,0,145.55383,0,4,0.518,-5.603,1,201.123,4,0,2006
1805,SOKEBYL12A6D4F6FBF,0.567875031,0.405596195,ARYYTAY1187B9B5F9D,Los Angeles CA,Paloalto,Heroes And Villains,25453,0.425304242,Seed,0,289.59302,0,4,0.725,-5.247,0,152,4,1,0
1806,SOQTSEW12AB0180ED2,0.603382768,0.449423635,AR2P71H1187B9B8C00,DE,Kool Savas,Die besten Tage sind gezählt,407754,0.428702263,Warum rappst du?,0,79.93424,0,6,0,-5.031,0,81.224,5,0.647,2000
1807,SOCEKJL12AAFF44A8E,0.75738997,0.51676403,AR5OB9M1187FB52F29,Savannah TN,Darryl Worley,We Are Enterprise: The Album to Benefit The Rebuilding of Enterprise High School,771267,0.253587057,Katie's Song,0,261.642,0,7,0.555,-10.294,1,96.716,4,0.79,0
1808,SOCYBQD12A8C143029,0.44418473,0.326555905,ARIOTFR1187B98F316,United States,Mykill Miers,The Trials Of Job,378580,nan,Get Money,0,263.3922,0,11,0.605,-3.889,1,172.485,4,0.502,0
1809,SODXHIZ12A58A7A889,0.492440728,0.338946969,ARY1K701187B9A43A9,,Joe McBride,Texas Hold'em,602374,0.265861049,One Eyed Jack,0,314.06975,0,0,0.445,-10.203,1,91.979,4,0.833,2005
1810,SOCLAFZ12AF72A6D7F,0.541917737,0.404157671,ART1R9I1187B9B3324,,Margaret Becker,Immigrant's Daughter,148128,nan,Stay Close To Me,0,192.62649,0,0,0.721,-17.471,1,96.848,3,0.889,0
1811,SODMLAB12A8C1441D2,0.439972782,0,AROYBLU1187B99A255,,Jarvis Church,The Long Way Home,314190,0,So Beautiful,0,231.73179,0,8,0.692,-5.659,1,119.976,4,1,0
1812,SOMRWKM12A8C13AEC9,0.449222152,0.284894061,ARFLD291187B9966AA,Austin TX,Damita Jo,The Fabulous Mae West And Other Wonderful Girls,301445,nan,Face To Face,0,182.33424,0,10,0.209,-15.498,0,110.058,4,0.126,0
1813,SOFNFIL12A8AE47377,0.693009204,0.498668875,ARD5K161187B9AC784,Sevenoaks United Kingdom,Orbital,Snivilisation,2004,nan,Are We Here ?,0,933.642,0,0,0.36,-10.328,1,95.315,1,1,1994
1814,SOTURND12AB0183FF9,0.360054623,0.276445883,ARWWDSC1269FCD4D06,,Ministère des Affaires Populaires,Debout là d'dans,490203,nan,Bagdad by night,0,140.12036,0,2,0.686,-16.165,1,66.963,1,0.47,0
1815,SOQYRCZ12A6D4FC618,0.411939008,0,ARSKATF1187B98A622,,Alain Turban,Mes Années Disco,271398,nan,Santa Monica (Version Originale 1980),0,219.19302,0,1,0.111,-8.085,1,134.837,4,1,0
1816,SOZGZSN12A8C1407E3,0.574400789,0.446071584,ARRH2S81187B98C8AA,Madison Wisconsin,Bongzilla,Amerijuanican,223456,0.548678056,Cutdown,0,419.68281,0,11,0.109,-6.407,1,91.498,3,1,2005
1817,SOSSUGT12A8C138F9F,0.591846287,0.37246298,ARO0R521187B98A2D1,,2 Minutos,Un Mundo De Sensaciones,211112,0.372530039,Rompan Todo,0,88.58077,0,5,0.083,-3.211,1,203.994,1,0,2006
1818,SOXHSTL12A8C13B5A6,0.693009204,0.498668875,ARD5K161187B9AC784,Sevenoaks United Kingdom,Orbital,Halcyon - The Platinum Collection,212480,0.615654845,Chime (edit),0,192.20853,0,5,0.352,-6.924,0,120.938,4,1,1990
1819,SOXAUYW12A6D4F7DAB,0.656759788,0.4104772,ARFKYG51187FB4CE41,Halifax Nova Scotia Canada,April Wine,Harder Faster,25564,0.754716332,Say Hello,0,179.04281,0,2,0.983,-13.666,1,166.036,1,0,1979
1820,SOQYGKF12A6D4F77EC,0.707332699,0.603876487,ARYJSY01187B9B7C65,Locust Ridge TN,Dolly Parton,The Dolly Parton Classics,756547,0.270775999,I'm Not Worth the Tears,0,152.45016,0,8,0.033,-12.144,1,95.981,4,0.959,1967
1821,SOWBHDA12A58A7A398,0.337495796,0,ARSSW5A1187FB4B5E5,,Estrellas Cubanas,La Habana Tiene...,245146,0,Fin De Semana,0,324.91057,0,2,0.152,-4.442,1,174.554,1,0,0
1822,SOWWEWC12A6D4F8A87,0.563845985,0.344540601,AR19GQN1187FB3ACF5,New York NY,The Bucketheads,All In The Mind,28356,0.265861049,Little Louie Bonus,0,383.16363,0,1,0.459,-16.486,1,121.896,4,0.911,1995
1823,SOWOKYQ12AB018637E,0.429727829,0.280482187,ARDHNC31187B9A1898,,Al Denson,Al Denson,554224,0,Love Is Taking Hold,0,299.33669,0,10,0.231,-11.3,1,118.017,4,0.856,0
1824,SOGEQKA12A6D4FA27C,0.822432829,0.531303319,ARASYMJ1187B9ACAF2,London England,Whitesnake,Best Of Whitesnake,53181,0.270775999,Love Ain't No Stranger (2003 Digital Remaster),0,252.08118,0,11,0.672,-8.706,0,125.022,4,0.24,2003
1825,SOBJOLG12A8C13CC69,0.612657824,0.457611174,AROJAG11187B9B71A3,London,The Chap,Lo Compilation Mix By Susumu Yokota,160998,0.270775999,We Are Not Impartial,0,170.05669,0,9,0.326,-9.502,1,72.073,4,1,2006
1826,SOODNBV12A8C139FC7,0.576053723,0.385878058,ARHOCKY11E2835D7CB,,Máire Brennan,Maire,297303,0.613045836,Atlantic Shore,0,244.74077,0,0,0.304,-12.121,1,84.826,5,0.74,0
1827,SOJCBAM12A6701FD04,0.749876367,0.528302262,AREHK7O1187B9ADDD7,J�ping Sweden,The Cardigans,Gran Turismo,14421,0.717391634,Paralyzed,0,296.85506,0,3,0,-6.966,1,145.271,4,0.735,1998
1828,SOJEEKG12A8AE48C77,0.889613555,0.593808365,ARSE5NP1187B9B98AB,Chicago IL,Twista,The Day After,138186,nan,The Day After (featuring Syleena Johnson) (Explicit Chopped & Screwed Version),0,200.98567,0,7,0.003,-8.273,1,90.158,4,0.685,2005
1829,SOYFMKG12A58A80C70,0.588379458,0.364735612,ARMYPSO11F50C49252,NY - New York City,Dictators,Viva Dictators,774736,0.697651732,Weekend,0,246.36036,0,0,0.457,-5.833,1,130.786,4,0.345,0
1830,SOLYAFD12A6702090E,0.822908534,0.572027854,AR2XI6G1187B9AE7DA,Bronx NY,Fat Joe,All Or Nothing,12757,nan,Get It Poppin' [Featuring Nelly]  (Album Version - Exp. Version) [Serban Main 4/20/05],0,211.59138,0,5,0.246,-7.239,1,100.783,4,1,2005
1831,SONWVYC12A58A7DB0C,0.834564098,0.54021645,ARBUOOR1187B997391,Manchester England,Oasis,Kuschelrock 19,436396,0.733549594,Don't Go Away,0,289.2273,0,0,0.446,-5.676,1,162.069,4,0.732,0
1832,SOSTBCB12A58A75D60,0.444836486,0.318726162,ARTOCWH11F50C4CE12,,The Accursed,Seasons Of The Scythe,715982,nan,Slaughter The Gods,0,171.15383,0,0,0.204,-7.075,1,128.928,1,0,0
1833,SOLKBKQ12A8C13400C,0.464994319,0.344721111,ARHT0B11187B993CB3,Lafayette LA,Eddy Raven,LIVE IN CONCERT,87397,nan,I WANNA HEAR IT FROM YOU,0,204.85179,0,5,0.92,-11.14,1,133.428,1,0.061,1995
1834,SOGOJEP12AB018D355,0.571681627,0.54000775,AR3FE581187FB3F90A,Brooklyn NY,Fabolous,Ghetto Fabolous [Explicit Version],675211,nan,Ma' Be Easy [Explicit Version],0,225.14893,0,1,0.164,-5.189,1,200.435,4,1,0
1835,SOJPZIX12AB018B2BD,0.522423829,0.41759188,ARJJRZ41187FB4C856,,Floor,Riddim Of Silence,769725,0.266955186,Heather,0,211.90485,0,0,0.045,-7.033,1,160.598,4,0,2009
1836,SOFAWJJ12AB0180A39,0.368404327,0.261816097,ARVFGPJ1187B9A2477,,Michelle & Vickie,Aitai,543041,nan,Party For Pink,0,190.56281,0,10,0.226,-4.116,0,113.373,5,0.686,0
1837,SOMDVKP12AAF3B3CD6,0.450086448,0.317913282,AR8K7ET1187B997ABC,,Sulk,Hi-Bias: Club Life 3,529684,0,Only You (Chimi-Changa Club Mix),0,552.93342,0,11,0.005,-9.464,0,127.92,4,0,0
1838,SOMDTTT12A8C13F1CB,0.688638654,0.478780074,ARISHTQ1187FB3E6F0,,Ben E. King,Soul Friends,303421,nan,Let It Be Me,0,167.3922,0,10,0.608,-8.89,1,86.819,4,0.476,0
1839,SOGQTEC12A6D4FC958,0.596845852,0.405352011,ARKULSX1187FB45F84,Utah,Trafik,Club Trafikana,275032,nan,Smoke,0,505.67791,0,10,0.777,-7.255,0,125.012,4,1,0
1840,SOHZHHE12A8C1360C0,0.537088297,0.352919184,ARF3L8J1187B9B7866,Athens Greece,Astarte,Quod Superius Sicut Inferius,144765,0.443291312,Oblivious Darkness,0,515.36934,0,4,0.596,-4.694,0,129.088,3,0.453,2002
1841,SOBQSLF12A8C139785,0.421960437,0.34563734,ARLNSD41187FB4D9A0,Italy,Sergio Franchi,The Heart Of Christmas,296721,0.641771193,Silent Night,0,170.94485,0,8,0.217,-16.407,1,69.768,4,1,1987
1842,SOLAZFN12AB018A094,0.540037749,0.360053307,AR1N6N61187FB4E25E,Havana Cuba [Jesus Maria],Mongo Santamaria,Afro-Indio,725669,nan,Lady Marmalade,0,194.76853,0,2,0.579,-8.674,0,118.295,1,0,1975
1843,SOWPNDT12A8C145BB6,0.321975099,0.244532205,ARYKFVV1187FB3CA6B,,The London Pops Orchestra,Award-Winning Movie Themes : The 70's,378995,nan,The Way We Were,0,198.89587,0,10,0.434,-13.522,1,71.312,1,0,0
1844,SOGMROZ12A679D8AE9,0.790367909,0.615454462,ARIPLUN1187B99B9F9,London England,The Police,Message In A Box,16027,nan,Wrapped Around Your Finger,0,313.70404,0,9,0.832,-14.361,0,85.207,5,0.847,1983
1845,SOJUJQF12AB0186EDE,0.616884544,0.343844499,ARZBYDY1187FB46DD7,Vernet les Bains,Cali,Le Bruit De Ma Vie,508188,0,Pour Jane (Live Acoustique),0,207.49016,0,0,0.693,-10.288,1,153.667,4,0.157,0
